id,isDefault
339,0.01739474
340,0.005671824
341,0.012501756
342,0.045110088
343,0.005622703
344,0.056428822
345,0.034294419
346,0.030588825
347,0.007151253
348,0.062136782
349,0.029275721
350,0.048693342
351,0.04583473
352,0.103184957
353,0.061642221
354,0.05755057
355,0.031963487
356,0.083830482
357,0.089014767
358,0.017991234
359,0.032344991
360,0.057449569
361,0.005569357
362,0.046833568
363,0.117384798
364,0.031538449
365,0.036446543
366,0.077554667
367,0.047311273
368,0.026634959
369,0.033969327
370,0.029277608
371,0.033786634
372,0.08295891
373,0.05586055
374,0.055457275
375,0.01177079
376,0.025498574
377,0.030436486
378,0.01023446
379,0.01242588
380,0.020731787
381,0.009429822
382,0.073938187
383,0.046541237
384,0.022728953
385,0.08020927
386,0.030710056
387,0.024970275
388,0.031515805
389,0.069892871
390,0.004752796
391,0.031495237
392,0.03961165
393,0.059385812
394,0.068665746
395,0.055352385
396,0.056849942
397,0.029813424
398,0.034759152
399,0.020256406
400,0.025762409
401,0.022828254
402,0.008418926
403,0.038031975
404,0.028921846
405,0.098159995
406,0.017627459
407,0.091037427
408,0.048884034
409,0.102821642
410,0.00794932
411,0.005024797
412,0.019859577
413,0.069145746
414,0.046783427
415,0.016764137
416,0.023767267
417,0.042081867
418,0.018204266
419,0.043881234
420,0.06845598
421,0.041452159
422,0.041935646
423,0.049916141
424,0.02576847
425,0.013647754
426,0.027028238
427,0.061897706
428,0.035034533
429,0.034106373
430,0.062105657
431,0.050825792
432,0.019700925
433,0.025064239
434,0.02012463
435,0.032802532
436,0.058798745
437,0.021364298
438,0.042518742
439,0.101278605
440,0.03159939
441,0.059098764
442,0.016197468
443,0.012385951
444,0.038572859
445,0.017683139
446,0.031462602
447,0.052968688
448,0.016730927
449,0.022637072
450,0.050233729
451,0.029097708
452,0.026416868
453,0.024608961
454,0.016588389
455,0.037537298
456,0.031416967
457,0.065070748
458,0.023461156
459,0.033240479
460,0.099886387
461,0.138319225
462,0.025136433
463,0.014137094
464,0.028629146
465,0.028919892
466,0.059540844
467,0.006152737
468,0.035634388
469,0.060066355
470,0.04777336
471,0.02929707
472,0.032833879
473,0.00681093
474,0.071626958
475,0.024717943
476,0.030609806
477,0.091940211
478,0.04814341
479,0.026966716
480,0.048980967
481,0.020458778
482,0.074679908
483,0.029739531
484,0.033639113
485,0.019225493
486,0.034594948
487,0.075076152
488,0.078627529
489,0.015986762
490,0.055912074
491,0.016812477
492,0.00968356
493,0.084265913
494,0.096869119
495,0.002112307
496,0.006307191
497,0.092470904
498,0.048091054
499,0.07517271
500,0.115537904
501,0.019693654
502,0.010377196
503,0.039851146
504,0.033523191
505,0.039239897
506,0.044135122
507,0.018945411
508,0.013657475
509,0.005627293
510,0.010054937
511,0.04251251
512,0.031283239
513,0.053819274
514,0.02269211
515,0.015152645
516,0.075573538
517,0.014894064
518,0.011907172
519,0.020499146
520,0.037896908
521,0.009752008
522,0.002899022
523,0.022589429
524,0.0108103
525,0.060427591
526,0.092120757
527,0.022988606
528,0.08236105
529,0.026165947
530,0.029650218
531,0.047503317
532,0.025799604
533,0.014785617
534,0.078962399
535,0.043319326
536,0.114302018
537,0.051951003
538,0.044025669
539,0.005601335
540,0.060763362
541,0.037675835
542,0.047824982
543,0.084925229
544,0.073367716
545,0.080040688
546,0.065767532
547,0.086884229
548,0.024183285
549,0.006252769
550,0.019720203
551,0.02076587
552,0.056319689
553,0.029115187
554,0.057410998
555,0.070795467
556,0.030791168
557,0.033303161
558,0.008377138
559,0.020774988
560,0.004434973
561,0.025333886
562,0.048349468
563,0.022563085
564,0.060007492
565,0.122613175
566,0.055447893
567,0.018485471
568,0.047735687
569,0.032031472
570,0.068315641
571,0.033274854
572,0.051093207
573,0.02790141
574,0.010517155
575,0.018055389
576,0.066973572
577,0.025481042
578,0.005908013
579,0.007822331
580,0.044752672
581,0.069413389
582,0.005296563
583,0.054913051
584,0.033817166
585,0.045793914
586,0.033877471
587,0.02135281
588,0.036035796
589,0.015615669
590,0.06317972
591,0.037089445
592,0.0105832
593,0.071025888
594,0.013078251
595,0.046773385
596,0.011392424
597,0.056111106
598,0.053211077
599,0.090546124
600,0.093820985
601,0.063112567
602,0.071660766
603,0.064596775
604,0.021766479
605,0.086374915
606,0.016488694
607,0.043994887
608,0.079399146
609,0.062616336
610,0.075303452
611,0.017714482
612,0.068239092
613,0.024029272
614,0.081634261
615,0.07277632
616,0.0237932
617,0.026191027
618,0.050540276
619,0.008331852
620,0.080245509
621,0.020878304
622,0.009433773
623,0.009581612
624,0.009895607
625,0.002993058
626,0.054899473
627,0.104805917
628,0.070420895
629,0.020159148
630,0.043859421
631,0.108845408
632,0.052608725
633,0.073781005
634,0.037317172
635,0.066301019
636,0.057301571
637,0.035847447
638,0.019188677
639,0.009540782
640,0.061454206
641,0.087733267
642,0.060040534
643,0.021655912
644,0.005870647
645,0.126800688
646,0.030610468
647,0.10713741
648,0.041390089
649,0.035518438
650,0.043194208
651,0.041909769
652,0.060284199
653,0.121230371
654,0.074881442
655,0.043296304
656,0.046946119
657,0.029610114
658,0.036555889
659,0.052972145
660,0.02096613
661,0.045218177
662,0.058481552
663,0.026426303
664,0.015678327
665,0.010441487
666,0.057312616
667,0.012638986
668,0.008636771
669,0.017970992
670,0.003262539
671,0.047835244
672,0.01078694
673,0.034426228
674,0.027639523
675,0.032595763
676,0.040517305
677,0.060375534
678,0.043771442
679,0.046667781
680,0.032467999
681,0.018057712
682,0.012487239
683,0.060259897
684,0.02590523
685,0.044336262
686,0.07789189
687,0.04608893
688,0.073995977
689,0.032671789
690,0.08124742
691,0.0109359
692,0.13536122
693,0.065555817
694,0.03145323
695,0.07579367
696,0.018358142
697,0.01169746
698,0.047978712
699,0.045329531
700,0.029646839
701,0.090331193
702,0.088799566
703,0.016007921
704,0.010632354
705,0.055515387
706,0.045294452
707,0.042899085
708,0.014125508
709,0.009280549
710,0.019913064
711,0.003138606
712,0.059666834
713,0.141873862
714,0.029027124
715,0.033825527
716,0.017833701
717,0.073752872
718,0.030615797
719,0.026079615
720,0.023879765
721,0.061754141
722,0.014426337
723,0.04264651
724,0.049149186
725,0.015895392
726,0.067659018
727,0.024786939
728,0.084945475
729,0.014555293
730,0.039378318
731,0.013172099
732,0.038239949
733,0.08808138
734,0.006364336
735,0.034423056
736,0.079762907
737,0.008461845
738,0.034207538
739,0.027220238
740,0.026199925
741,0.021849611
742,0.045784549
743,0.003586315
744,0.012194711
745,0.124301852
746,0.031020001
747,0.117199745
748,0.013602838
749,0.073913215
750,0.126301704
751,0.030176153
752,0.039931789
753,0.022999699
754,0.026470967
755,0.016654321
756,0.076188976
757,0.03556244
758,0.0121327
759,0.030738204
760,0.02508723
761,0.047017358
762,0.067573537
763,0.050960696
764,0.025721297
765,0.039803775
766,0.027727954
767,0.004863851
768,0.050456394
769,0.024771761
770,0.044569573
771,0.011715383
772,0.005004849
773,0.016168365
774,0.011500654
775,0.077675397
776,0.105407301
777,0.048754372
778,0.05399442
779,0.028728289
780,0.006654412
781,0.026643869
782,0.032114382
783,0.028817733
784,0.052172592
785,0.021555
786,0.005504143
787,0.034959077
788,0.063746749
789,0.103877109
790,0.086060857
791,0.049004938
792,0.029923434
793,0.007149688
794,0.017442803
795,0.034250239
796,0.012504038
797,0.023084015
798,0.067077351
799,0.047776433
800,0.037387639
801,0.031610569
802,0.031068183
803,0.052031649
804,0.070293665
805,0.0160799
806,0.020785514
807,0.122045416
808,0.053723436
809,0.030229237
810,0.015360167
811,0.006955808
812,0.043751929
813,0.027251059
814,0.021633465
815,0.015301743
816,0.034195834
817,0.077077349
818,0.05845969
819,0.028823904
820,0.039300314
821,0.036576588
822,0.010309626
823,0.058241794
824,0.006428183
825,0.050839363
826,0.022141335
827,0.029196473
828,0.097260007
829,0.019306108
830,0.010890448
831,0.024941959
832,0.02155072
833,0.021714141
834,0.005901836
835,0.012407664
836,0.066652056
837,0.011834175
838,0.070526324
839,0.040758609
840,0.008921393
841,0.011553813
842,0.034927222
843,0.016832796
844,0.036214238
845,0.086324319
846,0.034135051
847,0.022585074
848,0.061326722
849,0.018844517
850,0.031628279
851,0.013765544
852,0.08094232
853,0.097379293
854,0.031683339
855,0.065543399
856,0.061847359
857,0.038076707
858,0.094376667
859,0.071145666
860,0.011270135
861,0.029393331
862,0.046703299
863,0.023942382
864,0.096430668
865,0.031409606
866,0.045861463
867,0.057696333
868,0.005670281
869,0.022005399
870,0.039114929
871,0.039839284
872,0.027777206
873,0.015961581
874,0.037694552
875,0.010912793
876,0.057129583
877,0.02616204
878,0.014034526
879,0.015877333
880,0.016872076
881,0.080861923
882,0.025609633
883,0.019098071
884,0.03191416
885,0.069221279
886,0.014634727
887,0.066116004
888,0.012921605
889,0.057482402
890,0.04961119
891,0.02395019
892,0.050472334
893,0.040958279
894,0.013715959
895,0.03873098
896,0.045061448
897,0.066466526
898,0.026144593
899,0.043209913
900,0.007905865
901,0.08809492
902,0.043461184
903,0.06884614
904,0.039396017
905,0.047979059
906,0.076796599
907,0.050931224
908,0.060574521
909,0.015178181
910,0.017493215
911,0.01926024
912,0.028819933
913,0.081270694
914,0.030175717
915,0.079847894
916,0.064559167
917,0.073670891
918,0.097487597
919,0.021610914
920,0.025111637
921,0.010838161
922,0.05014004
923,0.04551965
924,0.032808903
925,0.032248628
926,0.037161084
927,0.011163489
928,0.101465404
929,0.043727129
930,0.014780371
931,0.027998334
932,0.019560782
933,0.00920571
934,0.015234007
935,0.030838239
936,0.04528181
937,0.043941968
938,0.010771765
939,0.011381244
940,0.010548974
941,0.012259881
942,0.113981609
943,0.01398269
944,0.116665165
945,0.058585086
946,0.044567144
947,0.04962289
948,0.057144576
949,0.009487127
950,0.022514192
951,0.044306108
952,0.046016227
953,0.046162595
954,0.038226364
955,0.009359098
956,0.003343013
957,0.011964832
958,0.005016105
959,0.041563763
960,0.024831224
961,0.012004358
962,0.015648744
963,0.045691474
964,0.032035061
965,0.049898461
966,0.010548047
967,0.014137903
968,0.02546997
969,0.041519097
970,0.043103685
971,0.041292383
972,0.010485886
973,0.029937579
974,0.044024715
975,0.01528662
976,0.028559252
977,0.043189345
978,0.036512389
979,0.013318146
980,0.00404333
981,0.015108632
982,0.031736397
983,0.00986986
984,0.059331797
985,0.11082952
986,0.017139842
987,0.053282965
988,0.057072878
989,0.009118867
990,0.018723103
991,0.054977413
992,0.019373953
993,0.016868975
994,0.039171197
995,0.02550407
996,0.029095268
997,0.014751724
998,0.014625504
999,0.048523413
1000,0.014840894
1001,0.004318896
1002,0.032293889
1003,0.06450443
1004,0.008861685
1005,0.007672808
1006,0.089556269
1007,0.070482373
1008,0.06170264
1009,0.079621988
1010,0.058635713
1011,0.047561966
1012,0.117251622
1013,0.047585236
1014,0.071078275
1015,0.006457245
1016,0.049890156
1017,0.005907958
1018,0.032523771
1019,0.008257714
1020,0.044111854
1021,0.005021573
1022,0.024539996
1023,0.04936236
1024,0.017742598
1025,0.055855992
1026,0.014729746
1027,0.042175636
1028,0.037436851
1029,0.013057109
1030,0.074066382
1031,0.02839497
1032,0.02649036
1033,0.03536644
1034,0.053220906
1035,0.002815247
1036,0.089777699
1037,0.032113205
1038,0.046648943
1039,0.00893682
1040,0.026386007
1041,0.042218353
1042,0.076627055
1043,0.082551508
1044,0.0679974
1045,0.049235673
1046,0.064321671
1047,0.031065059
1048,0.061615923
1049,0.010647501
1050,0.021172153
1051,0.00750103
1052,0.052476677
1053,0.029109055
1054,0.002912338
1055,0.066116657
1056,0.023662241
1057,0.075027606
1058,0.067337242
1059,0.043857289
1060,0.060369992
1061,0.090040293
1062,0.049878952
1063,0.041376737
1064,0.034028248
1065,0.005070372
1066,0.031725316
1067,0.050777647
1068,0.028675393
1069,0.011342848
1070,0.040848833
1071,0.028625145
1072,0.027948855
1073,0.031772698
1074,0.009525769
1075,0.097034878
1076,0.047245788
1077,0.036817452
1078,0.005806106
1079,0.08430691
1080,0.050022962
1081,0.093284247
1082,0.061844654
1083,0.077257377
1084,0.026792356
1085,0.135921203
1086,0.014672765
1087,0.12173776
1088,0.010309403
1089,0.020346526
1090,0.064101051
1091,0.009093707
1092,0.028100844
1093,0.062478618
1094,0.021052252
1095,0.076767599
1096,0.011733246
1097,0.021660364
1098,0.058609514
1099,0.031791034
1100,0.055200449
1101,0.032881496
1102,0.007588049
1103,0.031285861
1104,0.069269965
1105,0.048283058
1106,0.014920485
1107,0.103685594
1108,0.047575249
1109,0.062907415
1110,0.022133031
1111,0.100184153
1112,0.036927376
1113,0.070811716
1114,0.011756903
1115,0.030310446
1116,0.027534262
1117,0.010723412
1118,0.074187506
1119,0.01796936
1120,0.029446625
1121,0.053909855
1122,0.095492757
1123,0.018884626
1124,0.026209672
1125,0.017954425
1126,0.030091583
1127,0.011342228
1128,0.056465492
1129,0.082107133
1130,0.020537018
1131,0.038642777
1132,0.03471495
1133,0.016928029
1134,0.013375796
1135,0.004898914
1136,0.032399566
1137,0.078880809
1138,0.023200275
1139,0.018678971
1140,0.020599494
1141,0.023678115
1142,0.069202404
1143,0.023714764
1144,0.023218429
1145,0.065549338
1146,0.043364455
1147,0.08040289
1148,0.012021639
1149,0.057169779
1150,0.048826454
1151,0.035690736
1152,0.077802851
1153,0.077589056
1154,0.030676865
1155,0.012598449
1156,0.028870827
1157,0.014782113
1158,0.066123489
1159,0.063956026
1160,0.052760859
1161,0.021163298
1162,0.036234329
1163,0.013122658
1164,0.023345336
1165,0.017066509
1166,0.004532233
1167,0.05157606
1168,0.021315596
1169,0.048416685
1170,0.037193963
1171,0.038032307
1172,0.13163623
1173,0.057884758
1174,0.052599552
1175,0.040922625
1176,0.08096601
1177,0.054479158
1178,0.026902647
1179,0.013181652
1180,0.120025928
1181,0.12396027
1182,0.018046785
1183,0.03332244
1184,0.0733767
1185,0.02138733
1186,0.023924928
1187,0.04496287
1188,0.035230101
1189,0.018304139
1190,0.041797666
1191,0.076892547
1192,0.008705047
1193,0.119050599
1194,0.018792324
1195,0.017033715
1196,0.02365874
1197,0.013743069
1198,0.026299183
1199,0.036322453
1200,0.005766517
1201,0.010831543
1202,0.090539042
1203,0.093443702
1204,0.027561265
1205,0.058376339
1206,0.07882171
1207,0.033170942
1208,0.023247866
1209,0.045910521
1210,0.026642878
1211,0.057055435
1212,0.070465645
1213,0.028434442
1214,0.036852962
1215,0.045306962
1216,0.01360199
1217,0.022703105
1218,0.111891231
1219,0.064145778
1220,0.015908208
1221,0.080069505
1222,0.034817496
1223,0.113781697
1224,0.01758673
1225,0.04141517
1226,0.021873937
1227,0.04770029
1228,0.101527488
1229,0.049444217
1230,0.049232442
1231,0.006914556
1232,0.09370207
1233,0.051095444
1234,0.015051974
1235,0.041518186
1236,0.024734957
1237,0.011894461
1238,0.016291128
1239,0.003108055
1240,0.077527047
1241,0.007240149
1242,0.02120359
1243,0.031623176
1244,0.033346042
1245,0.100739335
1246,0.052843528
1247,0.052664179
1248,0.042493568
1249,0.045313258
1250,0.028609257
1251,0.059355352
1252,0.031755101
1253,0.0820289
1254,0.078325797
1255,0.008940718
1256,0.056001838
1257,0.032789186
1258,0.017486945
1259,0.083966698
1260,0.042892875
1261,0.027292676
1262,0.03316955
1263,0.104731415
1264,0.015587043
1265,0.091093929
1266,0.034311369
1267,0.072136575
1268,0.018932596
1269,0.030637312
1270,0.03971571
1271,0.05990064
1272,0.045736769
1273,0.048645103
1274,0.007653199
1275,0.037459002
1276,0.049727599
1277,0.017721023
1278,0.060541625
1279,0.019382367
1280,0.059786116
1281,0.056044852
1282,0.028757033
1283,0.007807683
1284,0.02883055
1285,0.026286991
1286,0.022243186
1287,0.078467192
1288,0.027817546
1289,0.07808261
1290,0.093521938
1291,0.059026659
1292,0.008959135
1293,0.026690696
1294,0.015675348
1295,0.00482264
1296,0.032605213
1297,0.004761374
1298,0.059875408
1299,0.029339404
1300,0.040386131
1301,0.015237919
1302,0.007914471
1303,0.031944508
1304,0.097249963
1305,0.012688689
1306,0.046503552
1307,0.013388236
1308,0.037317224
1309,0.020353866
1310,0.014285685
1311,0.066922716
1312,0.074734651
1313,0.061314745
1314,0.028795129
1315,0.014185158
1316,0.072328552
1317,0.04401558
1318,0.064359806
1319,0.024367506
1320,0.008378826
1321,0.009739602
1322,0.063827932
1323,0.036243948
1324,0.041372134
1325,0.114058409
1326,0.046748489
1327,0.071173864
1328,0.035945868
1329,0.050817444
1330,0.107225571
1331,0.030840537
1332,0.036016853
1333,0.039369513
1334,0.016299456
1335,0.047175273
1336,0.049510636
1337,0.069913273
1338,0.057486987
1339,0.012052539
1340,0.025569231
1341,0.112938951
1342,0.081309453
1343,0.042372595
1344,0.063804975
1345,0.111423937
1346,0.018155136
1347,0.081241973
1348,0.083556478
1349,0.015754299
1350,0.004079198
1351,0.025983177
1352,0.054141928
1353,0.003106995
1354,0.007455621
1355,0.033780712
1356,0.01446887
1357,0.009182671
1358,0.003124831
1359,0.033067676
1360,0.109477105
1361,0.021003619
1362,0.039888451
1363,0.067323956
1364,0.022451593
1365,0.058032247
1366,0.039827457
1367,0.116182011
1368,0.033680781
1369,0.034524091
1370,0.020239205
1371,0.01850192
1372,0.087662216
1373,0.046415249
1374,0.008870094
1375,0.059136019
1376,0.045128409
1377,0.024015661
1378,0.037858177
1379,0.027151865
1380,0.061272035
1381,0.016287107
1382,0.040215743
1383,0.087233488
1384,0.092669813
1385,0.117748282
1386,0.034760315
1387,0.012637691
1388,0.088698407
1389,0.0435323
1390,0.012363527
1391,0.023101474
1392,0.009259232
1393,0.031964206
1394,0.092836432
1395,0.021979991
1396,0.073402425
1397,0.039713533
1398,0.044148822
1399,0.006801257
1400,0.017559418
1401,0.066852609
1402,0.029534232
1403,0.024359687
1404,0.06407953
1405,0.033757414
1406,0.007719473
1407,0.052518906
1408,0.05563622
1409,0.003045066
1410,0.026185669
1411,0.043595789
1412,0.022659167
1413,0.06232507
1414,0.038754732
1415,0.008906149
1416,0.006427141
1417,0.013133359
1418,0.068791649
1419,0.065601883
1420,0.020411249
1421,0.05173683
1422,0.05092548
1423,0.018596419
1424,0.055914649
1425,0.041890871
1426,0.01170871
1427,0.022195884
1428,0.010112533
1429,0.054499184
1430,0.034907313
1431,0.039999222
1432,0.068045686
1433,0.035310145
1434,0.099392075
1435,0.019347922
1436,0.045687819
1437,0.024868535
1438,0.015470553
1439,0.036679669
1440,0.009982115
1441,0.075102991
1442,0.048947392
1443,0.071244842
1444,0.10716663
1445,0.01086876
1446,0.028774301
1447,0.009709231
1448,0.013629478
1449,0.051789977
1450,0.009998546
1451,0.01565883
1452,0.051040805
1453,0.03652236
1454,0.034557933
1455,0.052651958
1456,0.044320511
1457,0.113779478
1458,0.067373518
1459,0.025127012
1460,0.022958921
1461,0.054508874
1462,0.00887195
1463,0.028679603
1464,0.014474846
1465,0.030115197
1466,0.051469371
1467,0.004618686
1468,0.024845741
1469,0.143038332
1470,0.003186883
1471,0.015598148
1472,0.069313853
1473,0.049334408
1474,0.026528217
1475,0.027293399
1476,0.028873512
1477,0.017963737
1478,0.043901126
1479,0.117281605
1480,0.018744978
1481,0.029906322
1482,0.045230907
1483,0.117980627
1484,0.006799806
1485,0.025653414
1486,0.017462178
1487,0.056040353
1488,0.05826465
1489,0.029252638
1490,0.004250511
1491,0.021020396
1492,0.062148214
1493,0.046334249
1494,0.047284955
1495,0.050146875
1496,0.010976676
1497,0.035982256
1498,0.046117603
1499,0.022815949
1500,0.023248024
1501,0.026491643
1502,0.062425091
1503,0.061550983
1504,0.004703664
1505,0.014804694
1506,0.105633066
1507,0.024618918
1508,0.028066086
1509,0.020402197
1510,0.012073108
1511,0.023125361
1512,0.014461157
1513,0.081649978
1514,0.057521135
1515,0.015227222
1516,0.09699262
1517,0.037943674
1518,0.025382349
1519,0.020982678
1520,0.009767272
1521,0.035672098
1522,0.013872698
1523,0.004383429
1524,0.026137767
1525,0.024726561
1526,0.060983291
1527,0.034989151
1528,0.042065235
1529,0.044278403
1530,0.105359044
1531,0.018407179
1532,0.052364364
1533,0.096902878
1534,0.033306025
1535,0.047169433
1536,0.028543071
1537,0.107701884
1538,0.02428764
1539,0.010048846
1540,0.058562983
1541,0.022109934
1542,0.004167077
1543,0.08950462
1544,0.075874082
1545,0.010990324
1546,0.045355285
1547,0.009437276
1548,0.032805436
1549,0.053228368
1550,0.043932239
1551,0.025329148
1552,0.069209879
1553,0.031984183
1554,0.057167742
1555,0.022254857
1556,0.040332622
1557,0.053226368
1558,0.015455288
1559,0.05199958
1560,0.04979164
1561,0.005693721
1562,0.036653109
1563,0.058152046
1564,0.040838638
1565,0.019492353
1566,0.014241054
1567,0.009660142
1568,0.004285783
1569,0.035532961
1570,0.021281762
1571,0.009140846
1572,0.028133842
1573,0.006383738
1574,0.053856911
1575,0.050309011
1576,0.041035086
1577,0.035085426
1578,0.0360451
1579,0.030365148
1580,0.021373656
1581,0.09515576
1582,0.048939455
1583,0.016985354
1584,0.035934781
1585,0.047256215
1586,0.098303722
1587,0.038923036
1588,0.012462028
1589,0.01131157
1590,0.058864553
1591,0.032166432
1592,0.053293084
1593,0.028864333
1594,0.100738383
1595,0.02008085
1596,0.050230185
1597,0.06033766
1598,0.073780044
1599,0.027467603
1600,0.024627606
1601,0.066622799
1602,0.0464609
1603,0.048192791
1604,0.055293429
1605,0.002991899
1606,0.081211821
1607,0.055092756
1608,0.020696886
1609,0.045345314
1610,0.047063161
1611,0.007191236
1612,0.056620885
1613,0.05485059
1614,0.040082704
1615,0.072825887
1616,0.029092101
1617,0.053026476
1618,0.028899712
1619,0.029003272
1620,0.009553066
1621,0.055150597
1622,0.006811757
1623,0.019693207
1624,0.09383972
1625,0.021848336
1626,0.024975983
1627,0.042765101
1628,0.050727763
1629,0.02507358
1630,0.03536733
1631,0.047030928
1632,0.012084542
1633,0.03371643
1634,0.068892201
1635,0.050992873
1636,0.026865469
1637,0.084095185
1638,0.006635221
1639,0.091182505
1640,0.026343922
1641,0.027987798
1642,0.003548507
1643,0.030785501
1644,0.030947253
1645,0.047164113
1646,0.024843055
1647,0.024069009
1648,0.04943548
1649,0.03463259
1650,0.021523604
1651,0.009890223
1652,0.057077301
1653,0.010145762
1654,0.024566986
1655,0.059761388
1656,0.02033642
1657,0.047571392
1658,0.130071822
1659,0.112339051
1660,0.009666575
1661,0.004468501
1662,0.086199835
1663,0.028836716
1664,0.050049486
